antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
Female,Movies,0.49884224067360544,0.03375377984195666,0.01680672268907563,0.033691458578930446,0.9981536508409423,1.0,-3.108847848960761e-05,0.9999355058344671,-0.003677409149211671,0.032584473466003315,-6.449832529851704e-05,0.26580633115048286
Senior,Movies,0.4120320096229347,0.03375377984195666,0.014073541941627545,0.03415642865831407,1.0119289993074172,1.0,0.00016590420097603933,1.0004168882294242,0.020049349579951338,0.03259935760999961,0.0004167145060516271,0.2255517839193372
Male,Movies,0.5011577593263946,0.03375377984195666,0.016947057152881032,0.033815813159631704,1.0018378184003538,1.0,3.108847848960414e-05,1.0000642044431278,0.0036774091492112605,0.03271856998174417,6.420032118200227e-05,0.26794730471879824
Adult,Movies,0.39116227007701687,0.03375377984195666,0.01290074677982525,0.03298054993209133,0.9770920497352955,1.0,-0.0003024583668343687,0.9992003988029289,-0.0370799733334473,0.03131132917038359,-0.0008002410707892409,0.20759104709037748
Female,Fashion,0.49884224067360544,0.06708321499573984,0.03358671500409309,0.06732933233308327,1.0036688363454116,1.0,0.00012277372402901693,1.0002638845048692,0.00729396107432289,0.06309274985720652,0.0002638148882081815,0.2840008717749493
Senior,Fashion,0.4120320096229347,0.06708321499573984,0.02783634328482884,0.06755869115679357,1.0070878558978416,1.0,0.00019591139816676692,1.0005099261010257,0.011969991365724705,0.06168323942514864,0.0005096662089229718,0.24125556214461685
Young Adult,Fashion,0.19680572030004845,0.06708321499573984,0.01356900613127955,0.06894619785742177,1.0277712220829047,1.0,0.0003666456839999596,1.002000940071771,0.03364169983366041,0.0542066553652709,0.0019969443058883607,0.13560872676155444
Male,Fashion,0.5011577593263946,0.06708321499573984,0.03349649999164676,0.06683823480388561,0.9963481149215971,1.0,-0.00012277372402901693,0.999737472964505,-0.00729396107432289,0.0626401984491474,-0.00026259597403761366,0.2830829117935352
Adult,Fashion,0.39116227007701687,0.06708321499573984,0.025677865579631455,0.0656450469381305,0.9785614321302182,1.0,-0.0005625570821667196,0.9984607904598819,-0.03473387081355782,0.05936150655409738,-0.001541582358390915,0.22421067907000167
"Female, Senior",Fashion,0.2054864092754398,0.06708321499573984,0.014277361043821107,0.06948080456592791,1.0357405286902295,1.0,0.0004926720716941901,1.0025766148425015,0.04343188426692844,0.05527599187612382,0.0025699929604944566,0.14115570337376437
Female,"Fashion, Senior",0.49884224067360544,0.02783634328482884,0.014277361043821107,0.028620994534347872,1.0281880145495503,1.0,0.00039141718745741745,1.0008077704429517,0.05470379942692014,0.027863635770830893,0.0008071184765024824,0.2707623037729956
Senior,"Fashion, Female",0.4120320096229347,0.03358671500409309,0.014277361043821107,0.03465109678465718,1.0316905592117114,1.0,0.00043855936405185793,1.0011025876520074,0.052242838235635594,0.033099911692255256,0.0011013732914159978,0.22987031560283394
"Male, Senior",Fashion,0.20654560034749486,0.06708321499573984,0.013558982241007735,0.065646434580044,0.9785821175120023,1.0,-0.0002967606735274197,0.9984622733097294,-0.026843549953900266,0.05213592856684011,-0.0015400949353583304,0.13388413276544164
Male,"Fashion, Senior",0.5011577593263946,0.02783634328482884,0.013558982241007735,0.02705531738994193,0.9719422236284684,1.0,-0.00039141718745741745,0.9991972556006045,-0.054703799426920136,0.026305895165368007,-0.0008033893156692451,0.25707585218914936
Senior,"Fashion, Male",0.4120320096229347,0.03349649999164676,0.013558982241007735,0.032907594372136396,0.9824188909391364,1.0,-0.00024264796588509274,0.9993910554812723,-0.029537559633845807,0.031388747080026605,-0.000609315558097069,0.21884781214866172
"Adult, Male",Fashion,0.19555273401607165,0.06708321499573984,0.013004326979300667,0.06650035881488568,0.9913114453311284,1.0,-0.00011397911970419464,0.9993756224907444,-0.01077788767914327,0.0520940691464443,-0.0006247676000936097,0.1301770111054057
Male,"Adult, Fashion",0.5011577593263946,0.025677865579631455,0.013004326979300667,0.025948569561767863,1.0105423085613137,1.0,0.00013566540112821407,1.0002779154916024,0.02091308011355349,0.025308553666879084,0.00027783827604147714,0.2661948443124389
Adult,"Fashion, Male",0.39116227007701687,0.03349649999164676,0.013004326979300667,0.03324535103229719,0.9925022327881362,1.0,-9.82399970666549e-05,0.9997402143764008,-0.012255848083961112,0.03159039625980098,-0.0002598531297066116,0.2107373887331062
"Adult, Female",Fashion,0.19560953606094525,0.06708321499573984,0.012673538600330788,0.06478998343098236,0.9658151213399191,1.0,-0.0004485779624625267,0.9975478967032768,-0.0421474950170992,0.05069025886377911,-0.002458130887576443,0.12685631561846472
Female,"Adult, Fashion",0.49884224067360544,0.025677865579631455,0.012673538600330788,0.025405905047690493,0.9894087563042354,1.0,-0.0001356654011282158,0.9997209499489587,-0.020913080113553754,0.02476042509857169,-0.0002791279417076499,0.25948239299229026
Adult,"Fashion, Female",0.39116227007701687,0.03358671500409309,0.012673538600330788,0.03239969590583331,0.9646580769177598,1.0,-0.00046431708510006817,0.998773234058281,-0.05675938821260226,0.030755384016606123,-0.0012282727448896847,0.2048687695605569
Female,Books,0.49884224067360544,0.033509865178675845,0.01649932338740665,0.03307523309398778,0.9870297274438261,1.0,-0.00021681284299443493,0.9995505006184929,-0.025550749060276514,0.03198455828534785,-0.00044970152206304427,0.262723676971762
Senior,Books,0.4120320096229347,0.033509865178675845,0.013913159697278514,0.033767181608076874,1.0076788261614604,1.0,0.00010602260551510409,1.0002663089314534,0.012960418325169571,0.032234091964700416,0.00026623802988801266,0.22448155670293163
Male,Books,0.5011577593263946,0.033509865178675845,0.017010541791269193,0.033942489115868495,1.0129103455023134,1.0,0.00021681284299443146,1.0004478242054107,0.025550749060276108,0.032860637590607186,0.00044762374866105537,0.2707851841331661
Adult,Books,0.39116227007701687,0.033509865178675845,0.013201463487979685,0.03374932731978577,1.0071460192344286,1.0,9.366855471406102e-05,1.0002478261054615,0.011653870352170649,0.03208360739603888,0.0002477647029001436,0.21385342525127785
Female,Gaming,0.49884224067360544,0.03372370817114122,0.01701388308802646,0.03410674097095702,1.0113579680464553,1.0,0.00019107294011160014,1.0003965581043612,0.022408938425581358,0.03300128972047415,0.0003964009083683933,0.2693074079371777
Male,Gaming,0.5011577593263946,0.03372370817114122,0.016709825083114756,0.03334244511264159,0.9886945096142811,1.0,-0.0001910729401116036,0.9996055862217473,-0.02240893842558176,0.03224766412390944,-0.0003945694018612594,0.2644171851046216
Adult,Gaming,0.39116227007701687,0.03372370817114122,0.013355163138814173,0.03414225798460737,1.0124111444489465,1.0,0.0001637208951757313,1.0004333451969778,0.020135079796918066,0.032452401250355215,0.00043315749025981884,0.21507964974926397
Senior,Gaming,0.4120320096229347,0.03372370817114122,0.014000033412967572,0.03397802376028869,1.0075411514017638,1.0,0.0001047861632748736,1.0002632606663229,0.01272978836840683,0.03242582302775155,0.00026319137838529805,0.22455861457508144
Female,Finance and investments,0.49884224067360544,0.03348313480461767,0.01655946672903754,0.03319579894973743,0.9914184900381368,1.0,-0.00014333526167432248,0.9997027982971444,-0.016978343796215448,0.03210655541231269,-0.0002972900579672249,0.2638786099828021
Male,Finance and investments,0.5011577593263946,0.03348313480461767,0.016923668075580132,0.03376914307049183,1.0085418604782106,1.0,0.00014333526167432248,1.0002960040696518,0.016978343796215444,0.03268901868404918,0.00029591647717015616,0.2696038610273126
Adult,Finance and investments,0.39116227007701687,0.03348313480461767,0.013381893512872346,0.03421059375240243,1.0217261302452612,1.0,0.00028455449340332624,1.0007532273009818,0.034925796589272716,0.03253848966161596,0.0007526603766378191,0.2169356531280723
Senior,Finance and investments,0.4120320096229347,0.03348313480461767,0.013579030021551364,0.032956250253416045,0.9842641809294104,1.0,-0.00021709330047088235,0.9994551595505998,-0.02647115039556446,0.03143758895971285,-0.0005451374623402087,0.21925229936081642
Female,Outdoor activities,0.49884224067360544,0.0335499607397631,0.01699049401072556,0.0340598542492766,1.0151980359520711,1.0,0.00025435642079064263,1.0005278727794436,0.029871858252889218,0.03296553691362187,0.0005275942767861989,0.27024175861552563
Male,Outdoor activities,0.5011577593263946,0.0335499607397631,0.01655946672903754,0.03304242311102814,0.9848721841234993,1.0,-0.00025435642079064263,0.9994751190322455,-0.029871858252889214,0.03195893573390768,-0.0005251566124654035,0.26330938006462673
Adult,Outdoor activities,0.39116227007701687,0.0335499607397631,0.013201463487979685,0.03374932731978577,1.0059423789365685,1.0,7.798468401915698e-05,1.0002063300814783,0.009702545318315048,0.03208048132901371,0.00020628751815797132,0.21361801591564428
Senior,Outdoor activities,0.4120320096229347,0.0335499607397631,0.013899794510249428,0.03373474435389044,1.005507714764874,1.0,7.613676387427729e-05,1.0001912348737032,0.009316061577366773,0.03219913929223815,0.00019119830991861885,0.22401805437991307
Female,Travel,0.49884224067360544,0.033573349817064,0.017020565681541006,0.03412013717715143,1.0162863510214735,1.0,0.000272760631878019,1.0005661028675858,0.031976670305907604,0.03302431118314424,0.0005657825764468758,0.2705433488433528
Male,Travel,0.5011577593263946,0.033573349817064,0.016552784135522997,0.03302908879984532,0.983788897438466,1.0,-0.000272760631878019,0.999437148510969,-0.03197667030590759,0.03194418472688818,-0.000563168469242501,0.2630312641451456
Senior,Travel,0.4120320096229347,0.033573349817064,0.013782849123744926,0.03345091837975915,0.9963533148174978,1.0,-5.0445671153741614e-05,0.9998733313810617,-0.006186373917572511,0.031917856977050095,-0.00012668466590990232,0.22199018848924265
Adult,Travel,0.39116227007701687,0.033573349817064,0.013158026630135156,0.03363828169711879,1.0019340304261741,1.0,2.5398901602601e-05,1.0000671921070805,0.003170462469457673,0.03196973510095065,6.718759260467325e-05,0.212778535753018
Female,DIY and crafts,0.49884224067360544,0.03298528158778422,0.016485958200377567,0.03304844068159897,1.001914765943309,1.0,3.150642387746497e-05,1.0000653177433823,0.003813383282751317,0.031990352321796756,6.531347725342949e-05,0.2664229237443651
Male,DIY and crafts,0.5011577593263946,0.03298528158778422,0.01649932338740665,0.03292241431038276,0.998094080924119,1.0,-3.150642387746844e-05,0.9999349925193886,-0.0038133832827517353,0.03187389864642435,-6.501170685870081e-05,0.2665625037516257
Senior,DIY and crafts,0.4120320096229347,0.03298528158778422,0.013806238201045826,0.03350768357458541,1.0158374269266404,1.0,0.0002152463404527065,1.0005405133366536,0.02651592189793386,0.032017356940839174,0.0005402213398147062,0.22603261002068004
Adult,DIY and crafts,0.39116227007701687,0.03298528158778422,0.012773777503048934,0.03265595503506479,0.990015954484336,1.0,-0.00012882012195837046,0.9996595559207362,-0.016294015098468256,0.03105151155801751,-0.00034056002090657563,0.20995642160181116
Female,Music,0.49884224067360544,0.03303540103914329,0.016753261940959285,0.0335842889293752,1.0166151423311476,1.0,0.0002738084650418908,1.000567962507174,0.03261166954397258,0.032522751007011776,0.0005676401088744782,0.27035743221628056
Male,Music,0.5011577593263946,0.03303540103914329,0.016282139098184004,0.0324890491969411,0.9834616252560451,1.0,-0.00027380846504189774,0.9994353016451661,-0.03261166954397339,0.03143810119804132,-0.0005650174192409158,0.2626792368468775
Senior,Music,0.4120320096229347,0.03303540103914329,0.013749436156172211,0.03336982524429307,1.0101232070636443,1.0,0.00013779347731441606,1.0003459691347152,0.01704472850399566,0.03187772587479761,0.0003458494814692969,0.2247864601087451
Adult,Music,0.39116227007701687,0.03303540103914329,0.012884040296038892,0.03293784007721942,0.9970467753120881,1.0,-3.816216733703963e-05,0.9998991161416846,-0.004841408139510259,0.031324126726238834,-0.00010089403689516016,0.21147246004063258
